0 [0.2126186,-0.083210535,-0.4339385,-0.1094758,0.07824009,-0.18107453,0.45617357,-0.23891638,-0.11748089,0.4458759,0.08372906,0.15289955,-0.07183228,0.24842894,0.12780309,0.60129106,-0.088962175,0.076178215,0.107732885,0.70280486,-0.640088,0.20663671,0.044271182,-0.21519601,-0.48539028,-0.14787315,0.8071143,0.75950265,-0.22153428,0.70566785,0.043556027,0.25573462,-0.10446745,-0.30737323,0.36802742,-0.123915404,0.038774334,-0.42045513,0.24766245,-0.023601882,-0.371847,-0.5296256,-0.03581651,0.23103033,-0.44658577,-0.71754193,-0.004668759,-0.18503842,-0.433601,0.3853983,0.052493583,0.28120264,0.62796074,-0.18428577,-0.2924814,0.778666,-0.76498896,-0.12403316,0.31287473,0.434084,-0.20142965,-0.42785937,0.8098312,0.12094866,0.25140193,0.47779518,-0.02728254,0.45329627,-0.49021855,0.13064311,-0.27229872,0.21262196,0.13998601,-0.04980676,0.1009335,-0.25652105,-0.43491238,0.10855215,0.17946735,0.78100383,0.2637591,-0.15646802,0.95349336,0.2611416,-0.636375,-0.30889416,0.5299621,0.32555756,-0.5700839,-0.6091559,-0.019713923,-0.3638756,0.0071563674,-0.61921656,-0.74477184,0.17289287,-0.31418982,-0.4353786,0.11336853,-0.37100428,-0.20691675,0.0049188756,0.13302438,-0.10573643,-0.55243725,0.14084034,-0.42043707,-0.16386399,-0.06304546,0.32940215,0.4292919,0.6108463,-0.012702551,-0.12198216,0.3930328,-0.4439174,-0.19802271,-0.1160269,-0.6427026,0.46439463,0.06285147,-0.081126325,0.14218715,-0.26731133,-0.068165265,-0.23580368,-0.4969961,0.62825775]
1 [0.6096851,0.63045615,0.00083220116,-0.30731788,0.48918998,-0.6325924,-0.019824153,-0.2101596,-0.108219095,0.10961911,-0.31257263,0.13413158,0.085106984,-0.3120429,0.23877859,0.71443796,-1.0810276,-0.23099978,0.41559473,0.572067,0.22227612,-0.13749866,-0.61095434,-0.18626091,-0.240332,-0.5003568,0.062340397,0.117764115,-0.27958807,0.5684279,0.17175782,-0.35014215,0.32171747,0.1854526,0.2105984,0.03813755,0.2003637,-0.0833132,-0.4185175,-0.9140388,0.35940433,0.5355116,0.52912396,-0.024672437,-0.14634302,-0.60194063,-0.14810751,0.073893264,-0.12657085,-0.033683967,-0.12875846,-0.08563013,0.5813992,-0.08884406,-0.68727815,-0.34244904,-0.39225638,-0.11786096,-0.12406685,-0.07397641,-0.6767827,-0.5542778,0.075097494,0.19775899,0.5054668,0.30675536,0.18232833,0.41406545,0.14552523,0.012059543,-0.45384794,-0.50132126,1.1639264,-0.3050864,0.24887359,0.52164507,0.07704064,-0.2553671,-0.24021462,0.39526707,-0.4104678,0.3992065,0.44336239,-0.16824047,-0.15338102,-0.09409062,0.76102024,-0.24471584,-0.84082985,-0.18128946,0.14078961,-0.051220354,0.021442303,-0.58902895,-0.23942511,0.13768168,0.16809992,0.5454316,0.1996775,-0.65085316,-0.44456786,-0.040391833,0.44346347,0.10425303,-0.13433434,-0.22330695,-0.10528383,-0.17611554,-0.32109347,0.46070454,0.58374214,0.5027563,0.62501186,-0.07203125,-0.48399463,-0.09113261,-0.43981943,0.17584375,-0.22942173,-0.098448545,0.0524769,-0.6272702,0.08222272,0.5018362,-0.24929975,0.1964248,-0.23219123,0.14708409]
2 [0.4029141,0.38653773,-0.3193575,-0.3655538,0.37196797,-0.43136618,0.43027723,0.09871449,-0.4006051,0.051102,-0.60348123,0.009949339,-0.21457283,-0.40004623,0.048312802,0.893694,-0.16035709,0.024385592,-0.23612835,1.0496879,-0.18954754,0.6453118,-0.17089926,0.114979886,-0.7886165,-0.20011179,0.5469603,0.6647254,-0.29277512,0.77826864,-0.685247,0.4544915,0.3513671,0.2469787,0.2004495,-0.44905937,-0.033767574,-0.533723,0.03491727,-0.35453963,-0.40772507,0.91351986,0.29367483,-0.061237514,-0.17018862,-0.49857622,-0.19043842,0.08837368,-0.40149233,0.6685356,0.19377244,0.39701638,0.64001596,-0.5884464,0.3030771,0.24408571,0.2770741,0.16524385,-0.091885395,0.21017383,0.06438881,-0.67519855,1.0687383,0.64511544,0.1229315,0.026240366,0.28801474,0.62461007,0.26197696,0.62715214,-0.4401105,0.1064459,0.11712235,0.08665583,-0.21133505,-0.053287446,0.23480134,-0.46446165,-0.17756991,0.5399097,-0.2611916,0.7400934,0.5981595,-0.14474094,0.20146999,0.10339813,0.6930721,0.19237241,-0.63139963,-0.2846473,-0.13921107,-0.32970926,0.3372082,-0.31754965,-0.11498571,0.102634564,0.33677512,-0.45345995,-0.3993957,-0.53580576,-0.346824,-0.115859106,0.29538843,0.33863336,-0.17568728,-0.7782822,-0.9737243,-0.034245078,-0.14191382,0.74967515,0.93269444,0.44778064,-0.034246784,0.3357426,0.77310485,-0.98462456,-0.16782853,-0.40579277,-1.0554265,0.37160933,-0.6172859,-0.10921902,-0.16773345,-0.003343237,0.48713252,0.09498999,-0.39530632,-0.6014068]
3 [0.012122756,0.6357873,-0.060383897,-0.20398554,0.32549137,-0.16844013,0.29407308,0.15081972,0.035585724,0.22419319,-0.24949399,0.1447796,-0.0067845113,-0.53021187,0.32860583,0.24410595,-1.1218197,0.016137224,0.43845734,0.13510929,0.22496821,0.18728183,-0.048092917,-0.23235041,-0.043538056,-0.357999,0.54909706,0.3546886,-0.3018981,0.5304934,0.45881432,-0.05263502,0.124459185,0.42666695,0.38447595,0.100442104,0.04137711,-0.119528346,-0.2645629,-0.3186636,0.018463984,0.554944,0.19287805,0.2589426,0.24012497,-0.32189187,-0.7514942,0.3980581,-0.30900797,-0.017701758,-0.1338863,0.27231345,0.5689848,-0.5064492,-0.37977114,0.14763997,-0.31170058,0.28296313,0.37754396,0.09083067,-0.3915133,-0.34307188,0.34512535,0.0135329515,0.63087595,0.21648332,0.043049935,0.2576209,0.030133434,-0.04479714,-0.2388826,-0.32700175,0.7280302,0.11995176,-0.45643878,-0.006521924,-0.06623085,-0.19446099,-0.13464567,0.12173108,-0.25210944,0.29801485,0.29533598,-0.3030157,-0.27779606,0.23433222,0.36575797,0.071363755,-0.2700528,0.033853047,0.09293809,-0.56199306,-0.3309166,-0.12446837,-0.100438856,-0.25254774,0.29250827,0.50528294,-0.16513418,-0.744811,-0.30926,-0.32132295,0.37735066,-0.064990714,0.0028223922,-0.13282958,-0.20506394,-0.11234407,-0.46582583,-0.001230509,0.63412905,0.5808061,0.58636034,-0.16710117,-0.22190674,-0.60315126,-0.23141772,0.3360211,-0.31997225,0.23875529,0.024959803,-0.42983007,0.035526097,0.1968375,-0.5391816,0.3809002,-0.00059201685,0.1915375]
4 [0.16345799,0.7006224,-0.13309523,-0.33008933,0.36658534,-0.47510338,0.08500598,-0.06372851,-0.23012812,0.28176942,-0.10689093,0.16617975,-0.10715784,-0.43615806,0.48893675,0.36208203,-0.7778741,0.06270807,0.024506042,0.2551086,0.019001242,0.21398164,-0.37742394,0.24301963,-0.011365782,-0.30117345,0.22454919,0.2141069,-0.2626144,0.28434575,0.094133556,-0.22179824,-0.017056925,0.23749435,0.050444566,0.020716934,0.024599312,-0.16068651,-0.26397175,-0.53400385,-0.03440339,0.64332753,0.31822038,0.008806277,-0.088059664,-0.56407005,0.109240614,-0.047012616,-0.30301908,0.15781747,-0.21453512,0.11009359,0.32455897,-0.26111063,-0.061939873,-0.07684744,-0.19659516,-0.042712975,-0.11474572,0.3981153,-0.28150308,-0.5832767,0.13372926,0.17475219,0.33019856,0.2531479,0.03632312,0.2419474,-0.1445155,-0.19438365,-0.19278984,-0.23643918,0.69415444,-0.2024738,0.044458147,0.15740274,-0.22468534,-0.4084751,-0.013977793,0.3164513,-0.34574568,0.5948843,0.3085284,-0.018821348,-0.5688953,-0.19499557,0.45280215,0.11825573,-0.6410616,0.05759114,0.33041477,-0.2527056,-0.21094672,-0.22941649,-0.18181376,0.035534967,0.18925758,0.12636296,-0.07949646,-0.89342743,-0.21693115,-0.40245515,0.48335266,0.12627007,-0.09366339,-0.30913132,-0.18178041,-0.049637426,-0.39689475,0.4994783,0.5520498,0.6259667,0.37026072,-0.25149697,-0.22427802,-0.47422644,-0.4988946,0.64944667,-0.35943967,0.12742765,0.10515247,-0.3718046,-0.096353635,0.030745564,-0.42712083,0.28923586,-0.25362507,0.08255732]
5 [0.3010712,0.5438481,-0.21646973,-0.11751661,0.32441935,-0.31603977,0.2721685,-0.16365299,-0.12665223,0.1600071,-0.25781876,0.052746166,0.061595652,-0.66771156,0.58201814,0.5025269,-0.70932287,0.10109073,0.2671528,0.08627607,-0.07992617,0.09736114,-0.40335053,0.0698427,-0.010858032,-0.3018473,0.296244,0.254343,-0.30295935,0.39471117,0.11347672,-0.14918004,0.01883218,0.18646282,0.14103201,-0.0006180441,-0.062186953,-0.2970749,-0.31215525,-0.6283386,-0.13210244,0.6538616,0.38047564,-0.2565944,0.008012589,-0.41151237,0.035728887,0.16987291,-0.38503283,0.038786724,0.04395482,0.21778105,0.29707113,-0.55701333,-0.1653036,-0.049510628,-0.26282686,-0.106685445,0.0033378126,0.3414691,-0.47721988,-0.7649672,0.17343196,-0.07606623,0.30373493,0.2187593,0.13978809,0.21354057,-0.038381625,-0.3691887,-0.15221268,-0.37297413,0.8280962,-0.26592338,-0.05385476,0.2501493,-0.2380924,-0.55665034,0.25377464,0.5082062,-0.52037877,0.67684376,0.36678147,-0.081134915,-0.49691114,-0.05705363,0.28695098,0.13734211,-0.5450064,-0.16692361,0.20110762,-0.3471975,-0.25632632,-0.28358296,-0.024043605,0.06669101,0.09661025,0.2429742,-0.020414643,-1.0782915,-0.11980905,-0.24520442,0.4327133,-0.022037193,-0.051551785,-0.30299637,-0.12689868,-0.06611352,-0.40622947,0.41831452,0.44471112,0.6008312,0.3386006,-0.3323637,-0.23132737,-0.5894741,-0.21121417,0.34117725,-0.26505977,0.09027944,-0.0347777,-0.40346962,-0.11200992,0.25773257,-0.36758375,0.18354718,-0.022673067,0.23032725]
6 [-0.0412694,0.84568894,-0.1165133,-0.19360942,0.005981074,-0.107822575,0.37480894,-0.5423306,-0.13772051,0.29639527,-0.21995121,0.53638285,0.16906005,-0.020168975,0.46015692,0.94974685,-0.44468498,-0.012614594,0.08031392,0.2596542,0.19111052,0.34222937,-0.41400683,0.22699265,-0.46080002,-0.42623803,-0.13681619,0.13191316,0.22227049,0.14913417,-0.31618777,0.3591665,0.3058714,-0.43183044,0.033232275,-0.12585801,-0.057314128,-0.2602912,-0.09522592,-0.4416375,0.009147565,0.6067086,0.24589916,-0.13008025,-0.10771,-0.1730213,-0.098891094,-0.3297502,-0.61132306,0.1109341,-0.092587866,0.1480582,0.5741086,-0.12158774,-0.548196,0.5282682,0.22867373,-0.14874472,-0.0838027,0.3923833,-0.50604695,-0.3692223,0.4657195,0.19539662,-0.17372951,0.3046141,0.40585047,0.18574493,-0.19343312,0.34989777,-0.8826401,-0.39917436,0.41818088,0.11569996,0.17265663,-0.43086615,0.36482197,-0.68206674,-0.122325696,0.067591205,-0.18223691,-0.3503254,0.11478341,0.045473874,-0.6996171,0.30254284,0.7010021,-0.20866804,-1.0088036,-0.12145005,-0.016681338,-0.792042,-0.08946925,-0.2141864,-0.5109874,0.16787048,0.65211445,-0.058081046,-0.16134953,-0.40571785,-0.10736716,-0.19095612,0.08604416,0.55866134,0.04542138,-0.14223304,-0.45962045,-0.3912266,-0.46048254,0.6108926,0.19411412,0.20302148,-0.0022830442,-0.37566763,0.27818632,-0.16596259,-0.26039568,0.09920307,-0.2693593,0.305324,-0.16810475,-0.45618573,-0.24498391,-0.47697785,-0.23402645,-0.17990564,-0.15946837,0.12301083]
7 [0.12239026,0.31745714,-0.23542957,-0.40118995,0.25449803,-0.3094585,0.45521966,-0.3823094,-0.019218035,0.5978422,-0.36309078,0.20085388,-0.21486095,-0.27361572,0.20598413,0.8540237,-0.12134953,-0.05973944,0.014929906,0.5834114,-0.08139908,0.46410042,0.02276562,0.1772903,-0.51659024,-0.62827045,0.33680654,0.55189705,-0.27178285,0.65216523,-0.65846974,0.32656616,0.4958605,-0.039157614,0.23933192,-0.18081221,-0.1923902,-0.31929514,-0.057075705,-0.3152504,0.004656508,0.6095308,0.1807029,-0.031782202,0.017051248,-0.1880948,0.097652026,-0.17869465,-0.32057515,0.42603454,0.09564761,0.19172563,0.35636637,-0.23277576,0.09725593,0.46409675,0.049880415,-0.022055835,-0.14548853,0.2420113,-0.27400917,-0.50118995,0.8480664,0.51910806,0.03399226,0.22040145,0.24033356,0.4300281,-0.129833,0.5972919,-1.0312107,0.089011475,0.2555663,-0.039247848,0.029835464,-0.23718832,0.3280341,-0.1092659,0.2959751,0.2568787,-0.12301312,-0.14478171,0.32229722,0.0022997349,-0.37619728,0.2754573,0.42033935,0.09461012,-0.62427044,-0.08721236,-0.060847636,-0.54841626,0.29995266,-0.3124814,-0.28825414,0.21010661,0.35354686,-0.39273286,-0.22880091,-0.94985867,-0.23144743,-0.20365125,0.2216953,0.24625629,-0.14164947,-0.66126233,-0.47437015,-0.09315805,-0.29023686,0.37098697,0.36453807,0.5031112,0.11896135,0.10882163,0.53420645,-0.68096536,-0.437321,-0.379038,-1.0249839,0.4300427,-0.13655189,-0.27517778,-0.2309789,-0.15933125,0.29171586,0.2726518,-0.3189253,-0.3841074]
8 [0.30157912,0.46460566,-0.21130924,-0.20242028,0.49341315,-0.32029137,0.36052382,-0.1605216,-0.25780827,0.5109018,-0.22942005,0.21232177,-0.08828196,-0.19463022,0.40719134,0.6627239,-0.24775249,0.07885736,0.40944165,0.42289713,-0.14835128,0.32370245,-0.14344114,0.22771773,-0.46414262,-0.71607643,0.093675755,0.46998248,0.22641951,0.45812917,-0.37368226,0.12687968,0.29872227,-0.23930824,0.2262403,-0.13872606,-0.275563,-0.07798692,-0.17664994,-0.50134975,0.1611814,0.42796925,0.3861937,-0.12038334,0.033236288,-0.12993158,0.10335546,-0.17405835,-0.34619823,0.15109693,-0.02981841,0.036667343,0.38907328,-0.055703145,-0.17574172,0.6123569,-0.02082909,0.03883501,-0.17502606,-0.05977579,-0.41248673,-0.2443774,0.7166247,0.2697387,-0.07687521,0.11062622,-0.13521959,0.3724193,-0.43574807,0.45334622,-0.945709,0.107762754,0.63474053,0.033531226,0.21227251,-0.19721879,0.12135794,-0.2967084,0.3857889,0.27674526,-0.028218491,-0.22369526,0.46183464,-0.008714823,-0.73987806,0.37860894,0.17033312,0.122143164,-0.6610961,-0.24934737,-0.09585039,-0.7246312,-0.30260515,-0.3688741,-0.44917917,0.4368269,0.3147285,-0.20286566,-0.0057302504,-1.042835,-0.2937017,0.078595914,0.27135938,0.5366023,-0.14843787,-0.44562793,-0.33066642,-0.07075616,-0.24170317,-0.0061545046,0.25434172,0.36717546,0.19741814,0.15602504,0.2387397,-0.46131152,-0.30308494,-0.3365635,-1.055608,0.5411375,0.15092899,-0.15367636,-0.22176765,-0.23779039,-0.011412096,0.2920066,-0.22771713,-0.1542591]
9 [0.25916642,0.3234572,-0.34816125,-0.31098127,0.31552237,-0.26286128,0.53078914,-0.46246704,-0.08067555,0.40399277,-0.08584596,0.524867,0.17644621,-0.09693041,0.31945065,0.77163434,-0.1612917,0.055730976,0.027368138,0.41657263,-0.026632521,0.26746416,-0.040417902,0.2816917,-0.5631553,-0.6806931,0.158963,0.6201231,0.023214344,0.39583158,-0.79143614,0.1152682,0.50838435,-0.23238045,0.19221857,-0.2592138,-0.47469723,-0.13166413,-0.14768875,-0.3245478,0.048446797,0.3005456,0.15767837,-0.100929804,-0.15449071,-0.20809019,0.13357149,-0.32650048,-0.19557472,0.18039222,-0.086224556,0.1314936,0.59586334,-0.100779526,-0.4703725,0.40262935,-0.05638966,0.049127795,-0.014646902,0.08841589,-0.38482696,-0.16443847,0.663282,0.18873674,0.015443346,0.28136647,0.15783887,0.3081254,-0.44353032,0.50141746,-0.9755831,-0.12211793,0.5374982,0.13891916,0.2694212,-0.1317049,0.3781538,0.014564121,0.14226764,0.32865807,0.13466679,-0.29153326,0.404318,0.04997781,-0.6293081,0.0836892,0.4911437,0.15520433,-0.6388746,-0.13378292,-0.076881625,-0.46310458,-0.13436875,-0.34009856,-0.60202307,0.17455833,0.30861625,-0.12631866,-0.22663468,-0.8908292,-0.04602549,-0.1507628,0.37464827,0.3694702,-0.15168089,-0.3009714,-0.3517613,-0.11815577,-0.19509865,-0.043772083,0.22407506,0.4788371,0.1353286,0.09553616,0.40172577,-0.47574648,-0.45467532,-0.3559693,-0.9785536,0.43001068,0.009884139,-0.15365289,-0.100443386,-0.2541476,-0.038838353,0.30094633,-0.22149636,-0.040064782]
